block_number,tx_hash,reserve,user,on_behalf_of,amount_usdc,referral_code
77056234,0x0000000000093680df6364bb5fb32a634336ba8aec128790a004275bdaa94e36,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x8ba1f109551bD432803012645Haha3C39FDF732,0x8ba1f109551bD432803012645Haha3C39FDF732,1857.2,0
77056235,0x00000000000abdc659b4ad49a9dbf337c4e6ba6d894fa29b310bf7b087a0cb79,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x220866B1A2219f40e72f5c628B65D54268cA3A9D,0x220866B1A2219f40e72f5c628B65D54268cA3A9D,8987.63,0
77056236,0x00000000000a447b88510a212607cd0c07975ae6bd59943f097fb9183a38b4b5,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0xF977814e90dA44bFA03b6295A0616a897441aceC,0xF977814e90dA44bFA03b6295A0616a897441aceC,5637.62,0
77056237,0x00000000001039b284b5dfea1d5344e5c7c1970a85641c22fac12d9557edccbd,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,4316.34,0
77056238,0x00000000000ddbbee19f869d6886303f9784ebc4a54f2664b3a7b532e38e2a8c,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x8ba1f109551bD432803012645Haha3C39FDF732,0x8ba1f109551bD432803012645Haha3C39FDF732,1731242.28,0
77056239,0x0000000000137130fb811a16f11cb5d5021776308a55caf74f57f5bfc49eb074,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x267be1C1d684F78cb4F6a176C4911b741E4Ffdc0,0x267be1C1d684F78cb4F6a176C4911b741E4Ffdc0,2864.68,0
77056240,0x00000000001157f18049e538de16c48e4295aeaa9a25dc6016bff61a97f0db17,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x742d35Cc6634C0532925a3b8D23a8a38F2f0e3fb,0x742d35Cc6634C0532925a3b8D23a8a38F2f0e3fb,3101.34,0
77056241,0x00000000000e84a9a94bacfdfd3a6654113c7b59bb2e0f122eb1977dfb03ce26,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x8ba1f109551bD432803012645Haha3C39FDF732,0x8ba1f109551bD432803012645Haha3C39FDF732,8737.56,0
77056242,0x000000000010b6544a8d241b5ac4a598a3df09de015f2828b4e640e76bce2ec6,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0xF977814e90dA44bFA03b6295A0616a897441aceC,0xF977814e90dA44bFA03b6295A0616a897441aceC,5627.9,0
77056243,0x00000000000d50131d90a7a62335a44624ee03735438006e39623abf73c3e381,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x8ba1f109551bD432803012645Haha3C39FDF732,0x8ba1f109551bD432803012645Haha3C39FDF732,488143.48,0
77056244,0x0000000000180c78f1a0c4d8233c9b3d7152143cd0c509e65c0e88536e8c097b,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x8ba1f109551bD432803012645Haha3C39FDF732,0x8ba1f109551bD432803012645Haha3C39FDF732,815534.42,0
77056245,0x0000000000082bca3efb9923ddefd88e650a596490c620010cae83fab7b5aaa2,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,39373.73,0
77056246,0x0000000000061b12d6397a5969f818b1a06f816618d717c75667214b28201141,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x28C6c06298d514Db089934071355E5743bf21d60,0x28C6c06298d514Db089934071355E5743bf21d60,1034.55,0
77056247,0x0000000000049bd983dc457556a44bc23fdae3c9af33d7b18421418867a30dbd,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x3f5CE5FBFe3E9af3971dD833D26bA9b5C936f0bE,0x3f5CE5FBFe3E9af3971dD833D26bA9b5C936f0bE,7911.05,0
77056248,0x00000000000a273da427cec076c0e6b5a9e37b32bc8f3657ae4d43c90b0330ff,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x8ba1f109551bD432803012645Haha3C39FDF732,0x8ba1f109551bD432803012645Haha3C39FDF732,679430.26,0
77056249,0x00000000000a4ded33ff9c1e76d251e626176a86385b0991f8debf4a91fb645b,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,25981.47,0
77056250,0x00000000000faff112c1f29af23ea5307c1138fb39edaa1d3ca4e2aee57e2012,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,13063.42,0
77056251,0x00000000000647fd0f40ac885357e03c95fcc1e80f002b7a3eb8055b4683fd97,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,82618.45,0
77056252,0x0000000000144bc20b37b727ce5021dfd0ecd2c57424639479aa393e01afae32,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,5675.69,0
77056253,0x000000000007de76d5f37b07d74bd37d5ac50bbc170ed7e51bbd0c18d0c56eb4,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x8ba1f109551bD432803012645Haha3C39FDF732,0x8ba1f109551bD432803012645Haha3C39FDF732,6236.47,0
77056254,0x000000000007ce2b00e65f7dd00787411c3daf0baa515e950e57d1b55702e9c9,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x3f5CE5FBFe3E9af3971dD833D26bA9b5C936f0bE,0x3f5CE5FBFe3E9af3971dD833D26bA9b5C936f0bE,6568.51,0
77056255,0x0000000000136f995e15e7b86f3bfd8d2aac817ae042012e93741c796ab44598,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0xF977814e90dA44bFA03b6295A0616a897441aceC,0xF977814e90dA44bFA03b6295A0616a897441aceC,8106.27,0
77056256,0x00000000001760170e57f582068055661bfde58360dc37608c1cc053ebd1ef15,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045,0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045,9856.39,0
77056257,0x00000000000b8b70b54b52d958244b89db57b6cc62e2afdadbd7ea5988b4c021,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x8ba1f109551bD432803012645Haha3C39FDF732,0x8ba1f109551bD432803012645Haha3C39FDF732,2710.31,0
77056258,0x00000000000b0918678ddc8cd43dbb383bc9c48cd76c9b2b2b8de31562b6c451,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045,0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045,1270.61,0
77056259,0x000000000017e76364ae579f1f526ffbd14f03b2bfa33cf700402e239de15ff3,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,26157.53,0
77056260,0x00000000001499dca3c66a2f2a49e15a0e7f659d8dae36c2d9b90af803265d28,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x3f5CE5FBFe3E9af3971dD833D26bA9b5C936f0bE,0x3f5CE5FBFe3E9af3971dD833D26bA9b5C936f0bE,2720.79,0
77056261,0x0000000000126fb9cc8263605d6cad2561f601ab4b1f1b51b18c0f911801c8a2,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,9549.32,0
77056262,0x000000000008d861620e6e1bd5416af2158fdd961d9b43584e23d353a102c14f,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x28C6c06298d514Db089934071355E5743bf21d60,0x28C6c06298d514Db089934071355E5743bf21d60,9687.79,0
77056263,0x000000000015eee8e94bb62b91b81ba8dcbf66c741c853bf55c97f6683c37310,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,56697.54,0
77056264,0x000000000006cc3c01c13cbbd424f912d2b1750c8b4548ef3ed77237ee6a2cbe,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,95545.22,0
77056265,0x0000000000042326477d4abee8a343e61f2667792d6956f0482f86512b0524c7,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0xBE0eB53F46cd790Cd13851d5EFf43D12404d33E8,0xBE0eB53F46cd790Cd13851d5EFf43D12404d33E8,1569.06,0
77056266,0x000000000003f9253f13b193bc268109e41255e0dea87c548d7cf72ebbd80422,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,40208.86,0
77056267,0x0000000000153c30aeabf4eb8f39c8728a9e0cb4cc305ea5ab7bc9904fbd7c86,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,9673.98,0
77056268,0x000000000010027cf87130388c1c656864c04ba5e578f2fa9216d06640327f04,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x267be1C1d684F78cb4F6a176C4911b741E4Ffdc0,0x267be1C1d684F78cb4F6a176C4911b741E4Ffdc0,8216.52,0
77056269,0x00000000000281078365a1ce251c86600f22c1b9068d48b995b18b4585dd9d26,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0xBE0eB53F46cd790Cd13851d5EFf43D12404d33E8,0xBE0eB53F46cd790Cd13851d5EFf43D12404d33E8,8264.87,0
77056270,0x00000000000305eb879efcf1714ceb838c293a4ac27373d5fa16900c7bcf92f6,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0xBE0eB53F46cd790Cd13851d5EFf43D12404d33E8,0xBE0eB53F46cd790Cd13851d5EFf43D12404d33E8,7224.11,0
77056271,0x000000000002cdc2d90dab690d87a3c658f4a895398ce823184b8e50bace3510,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x267be1C1d684F78cb4F6a176C4911b741E4Ffdc0,0x267be1C1d684F78cb4F6a176C4911b741E4Ffdc0,9353.69,0
77056272,0x0000000000184a58cdb7ca22b24d8a8fb5066f70a6bc677c1a48548a71c2dd30,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x8ba1f109551bD432803012645Haha3C39FDF732,0x8ba1f109551bD432803012645Haha3C39FDF732,1407948.31,0
77056273,0x000000000011b996716ee58cff346c58cfe1c1921a978539e8be044390075dbb,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x267be1C1d684F78cb4F6a176C4911b741E4Ffdc0,0x267be1C1d684F78cb4F6a176C4911b741E4Ffdc0,63662.76,0
77056274,0x00000000000670c1765f47394f19cbabfa7ec0a183bdfbf6979d734df4e88157,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x267be1C1d684F78cb4F6a176C4911b741E4Ffdc0,0x267be1C1d684F78cb4F6a176C4911b741E4Ffdc0,75859.61,0
77056275,0x0000000000153dcf854e52b64229590c3ed8f24ea9e1aa30cc385ae18e68eb14,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x267be1C1d684F78cb4F6a176C4911b741E4Ffdc0,0x267be1C1d684F78cb4F6a176C4911b741E4Ffdc0,38772.04,0
77056276,0x00000000000377d6fc61282606ae7bbdc43af03fddfcfa5b8a859c58c38e09b8,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045,0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045,7981.91,0
77056277,0x000000000013398c15faf8986a06f1234cd5bba18c896601c08cb4f001d2e3b5,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x267be1C1d684F78cb4F6a176C4911b741E4Ffdc0,0x267be1C1d684F78cb4F6a176C4911b741E4Ffdc0,11966.57,0
77056278,0x00000000000d99a781dce48da396555f39ba509f08df8fdabe0125d3660751b0,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0xBE0eB53F46cd790Cd13851d5EFf43D12404d33E8,0xBE0eB53F46cd790Cd13851d5EFf43D12404d33E8,4615.79,0
77056279,0x00000000000b6178204761651dedcca4a0879a95bad398d744c809452fa3d3fd,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x28C6c06298d514Db089934071355E5743bf21d60,0x28C6c06298d514Db089934071355E5743bf21d60,3818.32,0
77056280,0x00000000000c5de0b0ca751c099edd2e81958c1b5c53aca8f964432b9f7cfddc,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x267be1C1d684F78cb4F6a176C4911b741E4Ffdc0,0x267be1C1d684F78cb4F6a176C4911b741E4Ffdc0,13300.92,0
77056281,0x000000000011e47f6f3498abf2127a31ceb9925635fdf8b03c843890adc0ebb0,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,15725.0,0
77056282,0x0000000000160b4ff58171863f034f3faa3cbd964fbc89c4a217e61199674200,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,17382.59,0
77056283,0x0000000000184320a28685a3717947fec0e02a50de8ac6c94cbeb85d7e2ccd2a,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,6576.27,0
77056284,0x0000000000060887d93f8c71a0100bdc5668830149b05aac1dbe4ad1269e4331,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x220866B1A2219f40e72f5c628B65D54268cA3A9D,0x220866B1A2219f40e72f5c628B65D54268cA3A9D,7206.34,0
77056285,0x000000000012773bdc0bdc49b78ab10c09713117c0baaacbc27cf87546cbf52f,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x8ba1f109551bD432803012645Haha3C39FDF732,0x8ba1f109551bD432803012645Haha3C39FDF732,9968.65,0
77056286,0x000000000004dbe4d0172f792c4f15e19baa46de0cabd3b8053b232dffa6ff54,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,41393.79,0
77056287,0x000000000003b9da5c6be087c826fd19f6b50eda53afec04a51b119290371936,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x8ba1f109551bD432803012645Haha3C39FDF732,0x8ba1f109551bD432803012645Haha3C39FDF732,1265225.29,0
77056288,0x00000000000926fbe2a7469aa94b515d828697e48c2726f96252ad95c650342f,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x8ba1f109551bD432803012645Haha3C39FDF732,0x8ba1f109551bD432803012645Haha3C39FDF732,6665.44,0
77056289,0x00000000000d8807c5d584d4375534e70cdb4b854f8729c619b9c12c002b038b,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,3896.15,0
77056290,0x00000000000607b2ef0b00940609f2f213373f393066d7376052d0ad7c9a90f3,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0xBE0eB53F46cd790Cd13851d5EFf43D12404d33E8,0xBE0eB53F46cd790Cd13851d5EFf43D12404d33E8,8717.77,0
77056291,0x000000000017ca78cdf3968401cf236045d5585e76017c08c264e5f242b7e30d,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x267be1C1d684F78cb4F6a176C4911b741E4Ffdc0,0x267be1C1d684F78cb4F6a176C4911b741E4Ffdc0,23703.96,0
77056292,0x0000000000130cfd8815cade6a1d1e52d6100dc4660a23835ad0d39e7b00e8cd,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x3f5CE5FBFe3E9af3971dD833D26bA9b5C936f0bE,0x3f5CE5FBFe3E9af3971dD833D26bA9b5C936f0bE,9987.01,0
77056293,0x00000000001626611030417cfd7a4521c32ef08df2b4880be237d5c341f603b6,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x3f5CE5FBFe3E9af3971dD833D26bA9b5C936f0bE,0x3f5CE5FBFe3E9af3971dD833D26bA9b5C936f0bE,9390.32,0
77056294,0x00000000000a143aa8bc68661073b49791e8b9ca8c0fe1db43a9bd70f18ab2bc,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0xBE0eB53F46cd790Cd13851d5EFf43D12404d33E8,0xBE0eB53F46cd790Cd13851d5EFf43D12404d33E8,5601.47,0
77056295,0x00000000000ad1ab898a45b17a7572bbb610a111175cb091b1094d4bfeadcd93,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x267be1C1d684F78cb4F6a176C4911b741E4Ffdc0,0x267be1C1d684F78cb4F6a176C4911b741E4Ffdc0,89678.71,0
77056296,0x00000000000fa96c42987c08ab427bc49e2dab3153adeac611fdceaed06b670c,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x267be1C1d684F78cb4F6a176C4911b741E4Ffdc0,0x267be1C1d684F78cb4F6a176C4911b741E4Ffdc0,54725.97,0
77056297,0x000000000015ccfcac9b87a8cc5d808764347440b1e819b2e315d8a8d0184144,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x8ba1f109551bD432803012645Haha3C39FDF732,0x8ba1f109551bD432803012645Haha3C39FDF732,7462.14,0
77056298,0x000000000003ea6dfd0c0ad488a598c4f2fba643f8234b7d99f036f5e024608e,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,82204.48,0
77056299,0x00000000000add2e8548c89b4d8851352b8854409e54c87e4c265597ddf74126,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x8ba1f109551bD432803012645Haha3C39FDF732,0x8ba1f109551bD432803012645Haha3C39FDF732,1251.58,0
77056300,0x00000000000dccd743de91815f347e9129bec0a3bf11c9379980001b758961f9,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,57889.51,0
77056301,0x000000000002c05beab2025a1216b8fad48e2fed141de6c1e830706d760a8b43,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0xBE0eB53F46cd790Cd13851d5EFf43D12404d33E8,0xBE0eB53F46cd790Cd13851d5EFf43D12404d33E8,3447.9,0
77056302,0x00000000000de7e2ab487d8a5f0f68585a40f0cc68dfd70924207ade9a9b69e0,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0xF977814e90dA44bFA03b6295A0616a897441aceC,0xF977814e90dA44bFA03b6295A0616a897441aceC,4706.4,0
77056303,0x00000000000b5f147ab98fa3c64331a851807913abd773da9d77ad0c5a84230a,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,9608.69,0
77056304,0x0000000000152f683d20d202d05d4a2a2907429c9b6b9fa3571a730c4359e1b5,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x3f5CE5FBFe3E9af3971dD833D26bA9b5C936f0bE,0x3f5CE5FBFe3E9af3971dD833D26bA9b5C936f0bE,5198.4,0
77056305,0x00000000000e28d30f86b9a881ba24416525ef806187a499425492b31bee26b0,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x742d35Cc6634C0532925a3b8D23a8a38F2f0e3fb,0x742d35Cc6634C0532925a3b8D23a8a38F2f0e3fb,3733.01,0
77056306,0x00000000000d87b11e9f7d48975dc3849a7721caf69f8c9a7b1a8104fbdb5a84,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x742d35Cc6634C0532925a3b8D23a8a38F2f0e3fb,0x742d35Cc6634C0532925a3b8D23a8a38F2f0e3fb,4799.13,0
77056307,0x0000000000103143d7001cb3268cae966ada54e7358d5230650f5207206adefa,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045,0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045,9237.59,0
77056308,0x00000000000f5991c7f90b8407d0450e147ede30b817694d5d0b10376261951b,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,89738.67,0
77056309,0x00000000000d0a36c287d0e31b6c96979b1cd5943c353942f3924c53b87b8f4f,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,46979.03,0
77056310,0x00000000000c84dbd43f2a0c05d35603c2c3c0ab769282e02ae4896cfe263860,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,26214.1,0
77056311,0x00000000000f95bb8743e92c3e9df158a4fdff509d7d7957c7f825df75bfd2d0,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x267be1C1d684F78cb4F6a176C4911b741E4Ffdc0,0x267be1C1d684F78cb4F6a176C4911b741E4Ffdc0,16677.11,0
77056312,0x000000000006eb56db2f90ddfc7c110ebcb4afaaee7557d4caa65c91d9161e8c,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045,0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045,2999.62,0
77056313,0x0000000000053e90dac8873d4f70edd2157d956c6162b2d53bdc6c7a37a38329,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x267be1C1d684F78cb4F6a176C4911b741E4Ffdc0,0x267be1C1d684F78cb4F6a176C4911b741E4Ffdc0,78599.33,0
77056314,0x000000000006edbfe3d508900303bb492f806e6cef0bb5008a69c675c48f460a,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x742d35Cc6634C0532925a3b8D23a8a38F2f0e3fb,0x742d35Cc6634C0532925a3b8D23a8a38F2f0e3fb,1843.43,0
77056315,0x00000000001355adbf1b6413e7b3709866927fb86cd353b5bc156a8722457d4e,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x8ba1f109551bD432803012645Haha3C39FDF732,0x8ba1f109551bD432803012645Haha3C39FDF732,8332.5,0
77056316,0x000000000012e832f5d43fc0b937524b03c899549feb44e43d0c1683638bb427,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x3f5CE5FBFe3E9af3971dD833D26bA9b5C936f0bE,0x3f5CE5FBFe3E9af3971dD833D26bA9b5C936f0bE,8622.82,0
77056317,0x00000000000da1beb27fa4a49a16acd75dfc8119752401f08153ee34b470ffa1,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x3f5CE5FBFe3E9af3971dD833D26bA9b5C936f0bE,0x3f5CE5FBFe3E9af3971dD833D26bA9b5C936f0bE,6147.04,0
77056318,0x0000000000107eb94fcb5b65ac94d74dcd5871a791c0fcb1adca6a26f97d7288,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,52138.3,0
77056319,0x00000000000698ea60cd0d27c0ed418182ddeaa2199642cc46b02f6bba614032,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x267be1C1d684F78cb4F6a176C4911b741E4Ffdc0,0x267be1C1d684F78cb4F6a176C4911b741E4Ffdc0,3674.01,0
77056320,0x00000000000321a6fa8f20b3ff8a92081661d034d04c854f3928569d8548fe7c,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503,24939.16,0
77056321,0x0000000000096acc1613bd08eabebb5c3d52ace0e23b892246c6c9277a39ebc0,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x8ba1f109551bD432803012645Haha3C39FDF732,0x8ba1f109551bD432803012645Haha3C39FDF732,777677.03,0
77056322,0x0000000000123356a59032d2ec04c278be1020f263354189e298db91a6a420ce,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x8ba1f109551bD432803012645Haha3C39FDF732,0x8ba1f109551bD432803012645Haha3C39FDF732,9268.82,0
77056323,0x00000000000d35fe1291ab7abd3716abb22a6a855121c563f39afc189e6fe160,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x8ba1f109551bD432803012645Haha3C39FDF732,0x8ba1f109551bD432803012645Haha3C39FDF732,3062.79,0
77056324,0x00000000000c190fe9cd1297672845379c2dd7df5d0b7cc59e7b2df7ae461e59,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0xBE0eB53F46cd790Cd13851d5EFf43D12404d33E8,0xBE0eB53F46cd790Cd13851d5EFf43D12404d33E8,8276.46,0
77056325,0x00000000000c7c783ec91b69a6d67986af68bac44926e6bc27707e8dc15b7a71,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x220866B1A2219f40e72f5c628B65D54268cA3A9D,0x220866B1A2219f40e72f5c628B65D54268cA3A9D,6545.36,0
77056326,0x00000000000290388e13ff3c9953ba91caa204727fa9e38c442eb528fe21f705,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x267be1C1d684F78cb4F6a176C4911b741E4Ffdc0,0x267be1C1d684F78cb4F6a176C4911b741E4Ffdc0,1557.4,0
77056327,0x000000000012705ec584e70f37f4ddec87b421e453248ca0962e9d193eabd54a,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x8ba1f109551bD432803012645Haha3C39FDF732,0x8ba1f109551bD432803012645Haha3C39FDF732,7016.82,0
77056328,0x000000000002b807ac375eb51838554237d1e96fbd952a734ae896d2de5b45ff,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,0x220866B1A2219f40e72f5c628B65D54268cA3A9D,0x220866B1A2219f40e72f5c628B65D54268cA3A9D,4200.58,0
